,Unnamed: 0,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,song_title,artist
0,0,0.0102484312619,0.824825986079,204600,0.426362896664,0.0224385245902,0.15386234477,0.741140591644,0.514440660865,0.596033171597,0.262432093606,Mask Off,Future
1,1,0.199997716576,0.720417633411,326933,0.350081366965,0.00626024590164,0.124394864239,0.692162244587,0.0710051708917,0.654474199869,0.577935645633,Redbone,Childish Gambino
2,2,0.0345701087227,0.830626450116,185707,0.403986981286,0.000239754098361,0.147547884656,0.791369319915,0.335351242275,0.158539003452,0.144379440033,Xanny Family,Future
3,3,0.607034054248,0.431554524362,199413,0.328722538649,0.522540983607,0.0772468953904,0.544708752668,0.00378357926599,0.225162125595,0.203928123694,Master Of None,Beach House
4,4,0.180902184686,0.645011600928,392893,0.555532953621,0.524590163934,0.44222268996,0.654132357426,0.058393240005,0.735659466269,0.908065190138,Parallel Lines,Junior Boys
5,5,0.00481122981296,0.791183294664,251333,0.554515866558,0.0,0.152809934751,0.805580969808,0.204187161054,0.216735093776,0.239448391141,Sneakin’,Drake
6,6,0.0145700516371,0.715777262181,241400,0.465012205045,7.4487704918e-06,0.198063565565,0.667673071058,0.167612561483,0.187616637119,0.285415796072,Childs Play,Drake
7,7,0.0202987112044,0.167053364269,349667,0.338893409276,0.680327868852,0.148600294675,0.655321744434,0.0176567032413,0.561578566763,0.374216464689,Gyöngyhajú lány,Omega
8,8,0.048338992244,0.558004640371,202853,0.945077298617,0.0,0.340138918123,0.898780115889,0.408500441418,0.47923859289,0.379440033431,I've Seen Footage,Death Grips
9,9,0.00208760394854,0.828306264501,226840,0.598250610252,0.0,0.581140812461,0.771729185727,0.269769201665,0.304043808902,0.36690346845,Digital Animal,Honey Claws
10,10,0.0574847469916,0.467517401392,358187,0.854556550041,0.0146516393443,0.663228793938,0.784537968893,0.0399798209106,0.373775310255,0.511073965733,Subways - In Flagranti Extended Edit,The Avalanches
11,11,0.0919572071944,0.732018561485,324880,0.745728234337,0.00356557377049,0.20332561566,0.746477584629,0.0331693782318,0.329284081366,0.634350188048,Donme Dolap - Baris K Edit,Modern Folk Üçlüsü
12,12,0.254269228266,0.558004640371,356973,0.426362896664,0.0634221311475,0.0938749736897,0.672003659652,0.0139992432841,0.465510404031,0.361679899707,Cemalim,Erkin Koray
13,13,0.367837391616,0.742459396752,243270,0.469080553295,0.0,0.088612923595,0.622476364745,0.114642451759,0.479075300924,0.347053907229,One Night,Lil Yachty
14,14,0.442209463191,0.626450116009,247288,0.598250610252,0.0,0.0825089454852,0.75571820677,0.0708790515828,0.449939348698,0.330338487254,Oh lala,PNL
15,15,0.0190926776113,0.597447795824,188333,0.8311635476,0.0576844262295,0.31277625763,0.806953339433,0.176440913104,0.304008817766,0.294818219808,Char,Crystal Castles
16,16,0.0240173147831,0.558004640371,270827,0.956265256306,0.0462090163934,0.105451483898,0.883989021043,0.0286290831126,0.443588457591,0.771207689093,World In Motion,New Order
17,17,0.234168668381,0.773781902552,447907,0.655207485761,0.000502049180328,0.173858135129,0.623452272034,0.0249716231555,0.434799850704,0.843292937735,One Nation Under a Groove,Funkadelic
18,18,0.315575935915,0.685614849188,195429,0.606387306753,0.0,0.10334666386,0.804971027752,0.274813974019,0.537708780442,0.781654826578,Bouncin,Chief Keef
19,19,0.0243188231814,0.711136890951,214347,0.756916192026,0.189549180328,0.0818774994738,0.798505641964,0.0274940093328,0.362292385929,0.760760551609,C O O L - Radio Edit,Le Youth
20,20,0.00070267537246,0.849187935035,249253,0.71623270952,0.315573770492,0.430646179752,0.724672156145,0.0534745869593,0.467656527013,0.455704137066,Percolator (Jamie Jones Vault Mix) - mixed,Cajmere
21,21,0.000238352439117,0.72505800464,307680,0.737591537836,0.378073770492,0.0849294885287,0.883287587679,0.0116029764157,0.479215265466,0.768073547848,House of Jealous Lovers,The Rapture
22,22,0.118590449042,0.849187935035,287086,0.392799023596,0.0,0.534834771627,0.748520890515,0.469037709673,0.536898152468,0.424362724613,Imma Ride,Young Thug
23,23,0.00059614240507,0.118329466357,132760,0.925752644426,1.38319672131e-06,0.0499894758998,0.957212564806,0.0760499432463,0.525817626201,0.343919765984,Girlfriend,Ty Segall
24,24,0.280399956116,0.452436194896,203400,0.558584214809,1.57786885246e-05,0.120185224163,0.829673681,0.0107201412536,0.271991928711,0.382574174676,If I Gave You My Love,Myron & E
25,25,0.00219815702791,0.764501160093,205160,0.793531326282,0.275614754098,0.0510418859188,0.803263189997,0.0162693908437,0.362263226649,0.794191391559,This Ready Flesh,TR/ST
26,26,0.34271169176,0.335266821346,199500,0.680634662327,1.45491803279e-06,0.188591875395,0.799268069533,0.453903392609,0.362490669031,0.588382783117,Lose My Mind,A-Trak
27,27,0.018087649617,0.60788863109,188333,0.836248982913,0.0412909836066,0.31277625763,0.807624275694,0.139866313533,0.304312074275,0.297952361053,Char,Crystal Castles
28,28,0.0518565902238,0.7656612529,228562,0.56672091131,0.0,0.327509997895,0.781640744129,0.0194223735654,0.420838387608,0.211241119933,Look Alive,Rae Sremmurd
29,29,0.283415040099,0.711136890951,186096,0.391781936534,0.128073770492,0.0655651441802,0.620036596523,0.0995081346954,0.473225949426,0.304220643544,Please Stop Making Fake Versace,Father
30,30,0.00794691715502,0.380510440835,220934,0.441619202604,0.0,0.162281624921,0.642268984446,0.167612561483,0.51081809275,0.10676974509,Milly Rock,2milly
31,31,0.0220072587946,0.899071925754,285240,0.637917005696,1.34221311475e-06,0.147547884656,0.740134187252,0.0382141505865,0.467277456378,0.245716673631,Blasé (feat. Future & Rae Sremmurd),Ty Dolla $ign
32,32,0.0359771479147,0.970997679814,213000,0.593165174939,0.0,0.356977478426,0.840591643794,0.0607895068735,0.461708033965,0.40660259089,Best Friend,Young Thug
33,33,0.0325600527342,0.719257540603,280831,0.553498779496,0.0,0.0840875605136,0.830161634645,0.148694665153,0.577726975833,0.411826159632,Hercules,Young Thug
34,34,0.118590449042,0.792343387471,232880,0.683685923515,0.0,0.0688276152389,0.772369624886,0.0286290831126,0.420710086778,0.677183451734,Who Be Lovin Me (feat. ILOVEMAKONNEN),Santigold
35,35,0.0430123438744,0.632250580046,230693,0.575874694874,0.0,0.172805725111,0.851875571821,0.37823180729,0.367955118037,0.352277475972,Check,Young Thug
36,36,0.298490460013,0.696055684455,175613,0.822009764036,0.0,0.494843190907,0.889935956084,0.0730230798335,0.585349211533,0.856874216465,Poppin' My Collar,Three 6 Mafia
37,37,0.0567812273957,0.848027842227,205879,0.541293734744,0.0,0.339086508104,0.779566941141,0.215537898852,0.549395819726,0.670915169244,Jumpman,Drake
38,38,0.0128615040469,0.72505800464,213507,0.701993490643,0.0,0.112818354031,0.852698993596,0.129776768823,0.514165578054,0.56017551191,7/11,Beyoncé
39,39,0.135675924944,0.759860788863,237187,0.5860455655,5.63524590164e-05,0.112818354031,0.782738639829,0.0121074536512,0.444690678361,0.849561220226,Somebody's Watching Me,Rockwell
40,40,0.000409207198139,0.706496519722,324541,0.851505288853,0.640368852459,0.356977478426,0.823940225679,0.0308992306722,0.449921853131,0.61345591308,Bang That,Disclosure
41,41,0.00357504538003,0.740139211137,186122,0.393816110659,0.0,0.330667227952,0.742482464166,0.177702106192,0.578339320705,0.0357292101964,I Don't Sell Molly No More,ILoveMakonnen
42,42,0.00156498939153,0.582366589327,183000,0.790480065094,1.57786885246e-06,0.0614607451063,0.84681305276,0.0305208727456,0.537003125875,0.295862933556,Versace Python,Riff Raff
43,43,0.00243936374653,0.578886310905,378893,0.679617575264,0.00877049180328,0.532729951589,0.837999390058,0.276075167108,0.445693757581,0.0567279565399,Monster,Kanye West
44,44,0.535677066656,0.600928074246,234526,0.817941415785,0.0,0.144390654599,0.884080512351,0.544709294993,0.689051273677,0.615545340577,OOOUUU,Young M.A.
45,45,0.00633887236422,0.687935034803,213093,0.832180634662,0.0,0.152809934751,0.845318694724,0.107075293227,0.277759634226,0.597785206853,Return Of The Mack - C & J Street Mix,Mark Morrison
46,46,0.00182629667003,0.670533642691,386160,0.753864930838,0.728483606557,0.0407282677331,0.682616651418,0.04338504225,0.387357702715,0.952987881321,Fantastic Man,William Onyeabor
47,47,0.0927612295898,0.773781902552,175240,0.487388120423,0.000418032786885,0.131761734372,0.591491308326,0.0283768444949,0.330864514323,0.832845800251,Right Place Wrong Time,Dr. John
48,48,0.376882643565,0.781902552204,252547,0.859641985354,0.00468237704918,0.0586192380551,0.82021957914,0.0532223483415,0.47324927685,0.98015043878,Azon de ma gnin kpevi,T. P. Orchestre Poly-Rythmo
49,49,0.183917268668,0.68909512761,576888,0.958299430431,0.0594262295082,0.171753315092,0.862549557792,0.0577626434607,0.34323388075,0.935227747597,Odofo Nyi Akyiri Biara,Ebo Taylor
50,50,0.0185901636141,0.716937354988,241341,0.845402766477,0.0639344262295,0.247526836455,0.825190606892,0.0727708412158,0.280722217038,0.853740075219,Annie,Neon Indian
51,51,0.0641179317537,0.670533642691,224480,0.839300244101,0.114754098361,0.128604504315,0.819457151571,0.00769327784084,0.493468321359,0.741955704137,The Chase,Future Islands
52,52,0.458289911099,0.45475638051,215613,0.445687550854,0.000185450819672,0.167543675016,0.793992070753,0.00454029511918,0.161478258841,0.519431675721,Coming Home,Leon Bridges
53,53,0.128640728985,0.221577726218,286960,0.768104149715,0.0806352459016,0.0720900862976,0.78780115889,0.0131164081221,0.156818605953,0.157960718763,Wishes,Beach House
54,54,0.247234032306,0.642691415313,254769,0.521969080553,0.0,0.064723216165,0.74406831351,0.0170261066969,0.479460203415,0.278102799833,White Iverson,Post Malone
55,55,0.120600505031,0.475638051044,213622,0.591131000814,0.0,0.510629341191,0.707075327844,0.206709547232,0.416610292059,0.471374843293,I Know There's Gonna Be (Good Times),Jamie xx
56,56,0.004278564976,0.60788863109,283067,0.624694873881,0.28381147541,0.108608713955,0.680756328149,0.0247193845378,0.356641317533,0.147513581279,Loud Places,Jamie xx
57,57,0.193967548611,0.552204176334,238307,0.241253051261,0.141393442623,0.084613765523,0.549283318085,0.0524656324883,0.42106582999,0.00114918512328,L$D,A$AP Rocky
58,58,0.0174846328205,0.733178654292,113373,0.434499593165,9.63114754098e-05,0.0456745948221,0.738761817627,0.131037961912,0.584241158906,0.589427496866,Dopeman,Vince Staples
59,59,0.000391116694243,0.199535962877,311360,0.784377542718,0.886270491803,0.266470216796,0.898780115889,0.0185395384033,0.193903377811,0.105725031341,California Nights,Best Coast
60,60,0.43718432322,0.580046403712,287427,0.242270138324,0.482581967213,0.0792464744264,0.5714242147,0.0126119308866,0.260829756462,0.306310071041,Baby,Ariel Pink's Haunted Graffiti
61,61,0.258289340243,0.506960556845,225347,0.652156224573,0.000175204918033,0.190696695433,0.74406831351,0.0300163955102,0.185330549594,0.664646886753,Ain't No Love In The Heart Of The City - Single Version,"Bobby ""Blue"" Bland"
62,62,0.000142874779663,0.484918793503,293646,0.946094385679,0.771516393443,0.682172174279,0.806861848124,0.0220708790516,0.263226649249,0.872544922691,Fail to Cry,Yacht Club
63,63,0.274369788151,0.778422273782,232251,0.69690805533,0.0,0.16333403494,0.806831351022,0.0430066843234,0.537691284874,0.890305056415,Evil Friends (feat. Danny Brown) - Jake One Remix,Portugal. The Man
64,64,0.37587761557,0.49535962877,223720,0.712164361269,3.58606557377e-06,0.159124394864,0.668892955169,0.0506999621642,0.1997935523,0.783744254074,Ikimiz Bir Fidaniz - Baris K Edit,Umit Aksu Orkestrasi
65,65,0.0026705201852,0.50464037123,186397,0.602318958503,0.789959016393,0.327509997895,0.701707837755,0.0437634001766,0.146974433144,0.234224822399,Sentimental Trash,Sweet Valley
66,66,0.000545891005357,0.551044083527,279240,0.43653376729,0.0522540983607,0.33277204799,0.753491918268,0.00870223231177,0.421147475973,0.340785624739,Get Away,CHVRCHES
67,67,0.00784641435559,0.87819025522,213786,0.505695687551,1.4856557377e-05,0.121237634182,0.770570295822,0.0686089040232,0.467079173276,0.25302966987,Look At Wrist,Father
68,68,0.125625645002,0.700696055684,334173,0.490439381611,0.911885245902,0.089665333614,0.68176273254,0.025476100391,0.449898525707,0.456748850815,Our Love,Caribou
69,69,0.00158508995141,0.852668213457,134062,0.830146460537,0.0,0.142285834561,0.867124123208,0.0963551519738,0.339414015116,0.225867112411,I Ain't Trippin off Nothin,Ezale
70,70,0.0132635152446,0.794663573086,330920,0.776240846216,0.68237704918,0.0949273837087,0.84208600183,0.0211880438895,0.42072175049,0.796280819056,They Don't Know - Original Mix,Disciples
71,71,0.786934065219,0.549883990719,196627,0.634865744508,0.582991803279,0.328562407914,0.809728575785,0.00870223231177,0.444113324624,0.169452569996,Sabali,Amadou & Mariam
72,72,0.520601646742,0.650812064965,155133,0.705044751831,2.13114754098e-05,0.164386444959,0.800396462336,0.00731491991424,0.341670943361,0.973882156289,Spooky,Dusty Springfield
73,73,0.0550726798054,0.749419953596,239908,0.852522375915,0.133196721311,0.0,0.828972247636,0.0247193845378,0.346266445834,0.890305056415,Pick Up The Pieces,Average White Band
74,74,0.730652497541,0.445475638051,160400,0.949145646867,0.0,0.0753525573563,0.837785910339,0.103291713961,0.480171689839,0.941496030088,Have Love Will Travel,The Sonics
75,75,0.000311719482697,0.388631090487,293533,0.918633034988,0.000220286885246,0.789517996211,0.847880451357,0.0302686341279,0.333343053093,0.273923944839,Capitol,TR/ST
